-137.103, -298.731, 18.158, 166.600
-136.939, -300.529, 17.998, 167.000
-136.802, -302.316, 17.861, 167.400
-136.690, -304.092, 17.749, 167.800
-136.603, -305.859, 17.661, 168.200
-136.542, -307.620, 17.592, 168.600
-136.505, -309.376, 17.539, 169.000
-136.492, -311.128, 17.494, 169.400
-136.504, -312.875, 17.452, 169.800
-136.544, -314.617, 17.407, 170.200
-136.608, -316.353, 17.354, 170.600
-136.699, -318.082, 17.290, 171.000
-136.817, -319.802, 17.212, 171.400
-136.965, -321.511, 17.120, 171.800
-137.140, -323.208, 17.020, 172.200
-137.344, -324.891, 16.911, 172.600
-137.578, -326.558, 16.798, 173.000
-137.843, -328.209, 16.685, 173.400
-138.138, -329.845, 16.577, 173.800
-138.465, -331.463, 16.476, 174.200
-138.826, -333.064, 16.380, 174.600
-139.218, -334.649, 16.295, 175.000
-139.643, -336.217, 16.216, 175.400
-140.102, -337.767, 16.142, 175.800
-140.591, -339.301, 16.075, 176.200
-141.109, -340.818, 16.009, 176.600
-141.657, -342.318, 15.943, 177.000
-142.227, -343.802, 15.875, 177.400
-142.820, -345.270, 15.804, 177.800
-143.430, -346.723, 15.729, 178.200
-144.056, -348.160, 15.648, 178.600
-144.696, -349.582, 15.563, 179.000
-145.348, -350.990, 15.479, 179.400
-146.011, -352.384, 15.416, 179.800
-146.685, -353.769, 15.395, 180.200
-147.369, -355.150, 15.420, 180.600
-148.065, -356.531, 15.485, 181.000
-148.773, -357.916, 15.586, 181.400
-149.492, -359.308, 15.716, 181.800
-150.224, -360.710, 15.869, 182.200
-150.967, -362.123, 16.040, 182.600
-151.723, -363.551, 16.225, 183.000
-152.492, -364.994, 16.422, 183.400
-153.273, -366.452, 16.627, 183.800
-154.067, -367.928, 16.838, 184.200
-154.872, -369.421, 17.053, 184.600
-155.690, -370.933, 17.271, 185.000
-156.518, -372.463, 17.491, 185.400
-157.358, -374.012, 17.711, 185.800
-158.207, -375.581, 17.931, 186.200
-159.066, -377.170, 18.150, 186.600
-159.935, -378.778, 18.368, 187.000
-160.811, -380.407, 18.584, 187.400
-161.695, -382.056, 18.797, 187.800
-162.585, -383.726, 19.008, 188.200
-163.480, -385.416, 19.217, 188.600
-164.380, -387.128, 19.422, 189.000
-165.283, -388.861, 19.626, 189.400
-166.190, -390.614, 19.827, 189.800
-167.099, -392.389, 20.026, 190.200
-168.010, -394.186, 20.222, 190.600
-168.921, -396.004, 20.417, 191.000
-169.831, -397.844, 20.610, 191.400
-170.740, -399.707, 20.802, 191.800
-171.645, -401.592, 20.993, 192.200
-172.546, -403.500, 21.181, 192.600
-173.440, -405.432, 21.360, 193.000
-174.326, -407.386, 21.520, 193.400
-175.201, -409.360, 21.644, 193.800
